"Format","MoTeC CSV File",,,"Workbook","Samples"
"Venue","spa",,,"Worksheet","Graph"
"Vehicle","ks_porsche_911_gt3_r_2016",,,"Vehicle Desc",""
"Driver","xxzerpia23",,,"Engine ID",""
"Device","ADL"
"Comment","Tires: Slick Soft (S)",,,"Session","PRACTICE"
"Log Date","6/12/2026",,,"Origin Time","139.249","s"
"Log Time","1:02:00 AM",,,"Start Time","139.250","s"
"Sample Rate","20.000","Hz",,"End Time","281.100","s"
"Duration","141.850","s",,"Start Distance","6607","m"
"Range","Lap 1",,,"End Distance","13562","m"


"Engine RPM","Ground Speed","Throttle Pos","Brake Pos","Steering Angle","Lap Time"
"rpm","km/h","%","%","deg","s"


"7813","99.94","0.00","70.27","11.49","131.61"
"7460","97.75","0.00","70.46","13.11","131.66"
"7913","94.63","0.00","70.66","15.30","131.71"
"7893","92.34","0.00","70.66","17.48","131.75"
"7750","89.79","0.00","70.66","20.23","131.80"
"7575","87.27","0.00","70.66","23.53","131.85"
"7354","84.82","0.00","70.66","27.34","131.91"
"7137","82.44","0.00","70.66","31.16","131.95"
"6963","80.26","0.00","65.05","34.97","132.00"
"6811","78.10","0.00","53.66","39.34","132.06"
"6651","76.25","0.00","44.39","44.27","132.11"
"6555","74.69","0.00","37.57","48.64","132.15"
"6443","73.25","0.00","33.10","54.08","132.20"
"6332","71.95","0.00","31.41","59.01","132.25"
"6197","70.42","0.00","29.07","64.50","132.31"
"6111","69.48","0.00","26.41","68.31","132.35"
"6002","68.20","0.00","22.11","73.19","132.41"
"5919","67.24","0.00","16.63","77.56","132.45"
"5862","66.40","3.13","8.77","82.49","132.51"
"5826","65.85","6.37","1.58","87.98","132.56"
"5801","65.44","9.31","0.00","93.42","132.60"
"5774","65.08","12.55","0.00","99.42","132.65"
"5751","64.69","16.96","0.00","104.90","132.70"
"5750","64.23","28.33","0.00","110.34","132.76"
"5757","63.97","35.48","0.00","114.16","132.81"
"5727","63.79","38.03","0.00","116.90","132.86"
"5718","63.58","40.59","0.00","118.53","132.91"
"5742","63.37","42.25","0.00","118.53","132.95"
"5750","63.27","44.70","0.00","118.30","133.00"
"5795","63.27","48.03","0.00","116.34","133.06"
"5834","63.33","49.70","0.00","113.09","133.11"
"5841","63.48","50.78","0.00","108.44","133.16"
"5892","63.69","53.32","0.00","103.00","133.20"
"6028","63.89","56.74","0.00","97.00","133.25"
"6016","64.27","59.08","0.00","87.42","133.31"
"6131","64.72","60.64","0.00","77.56","133.36"
"6166","65.39","63.19","0.00","68.03","133.41"
"6230","66.10","66.50","0.00","60.64","133.45"
"6273","67.08","71.68","0.00","54.08","133.51"
"6429","67.86","75.88","0.00","49.71","133.56"
"6486","68.44","80.08","0.00","44.83","133.61"
"6501","69.25","82.03","0.00","38.78","133.66"
"6588","70.31","82.52","0.00","33.34","133.70"
"6716","71.37","85.06","0.00","28.69","133.75"
"6882","72.51","88.47","0.00","24.04","133.80"
"7062","73.59","91.60","0.00","21.62","133.85"
"7239","75.00","95.22","0.00","19.95","133.91"
"7158","76.10","97.95","0.00","19.67","133.95"
"7350","77.41","100.00","0.00","19.67","134.01"
"7555","78.65","100.00","0.00","19.67","134.06"
"7713","79.92","100.00","0.00","19.67","134.10"
"7787","81.42","100.00","0.00","19.44","134.16"
"7891","82.79","100.00","0.00","17.76","134.20"
"8069","84.14","100.00","0.00","14.51","134.25"
"8264","85.35","100.00","0.00","11.21","134.30"
"8238","86.70","98.24","0.00","7.67","134.35"
"8136","88.21","66.21","0.00","4.14","134.41"
"7889","88.88","33.43","4.04","1.67","134.46"
"7767","88.44","0.00","19.48","-1.12","134.51"
"7627","87.35","0.00","37.57","-4.37","134.56"
"7458","85.66","0.00","57.14","-7.11","134.61"
"7230","83.59","0.00","76.94","-9.30","134.66"
"6979","81.06","0.00","81.64","-13.11","134.70"
"6765","78.41","0.00","81.64","-19.67","134.76"
"6578","76.09","0.00","69.70","-26.78","134.81"
"6427","73.89","0.00","62.52","-36.08","134.86"
"6239","71.64","0.00","57.14","-46.45","134.91"
"6049","69.72","0.00","51.72","-55.20","134.96"
"5951","67.83","0.00","46.31","-63.43","135.01"
"5865","66.52","0.00","41.24","-68.87","135.05"
"5757","65.00","0.00","34.72","-75.98","135.10"
"5635","63.64","0.00","25.98","-83.10","135.15"
"5547","62.63","0.00","17.04","-89.09","135.20"
"5482","61.75","0.00","6.76","-96.21","135.26"
"5445","61.15","0.00","1.36","-101.65","135.31"
"5404","60.68","0.00","0.00","-106.58","135.36"
"5359","60.23","0.00","0.00","-110.95","135.41"
"5332","59.78","9.51","0.00","-114.25","135.45"
"5311","59.41","18.53","0.00","-117.51","135.50"
"5288","59.03","26.18","0.00","-120.25","135.56"
"5277","58.75","31.57","0.00","-121.88","135.61"
"5281","58.48","36.27","0.00","-122.43","135.66"
"5277","58.27","42.25","0.00","-122.43","135.71"
"5276","58.19","45.29","0.00","-122.43","135.76"
"5372","58.09","48.13","0.00","-122.43","135.81"
"5413","58.08","50.88","0.00","-122.43","135.85"
"5430","58.24","53.52","0.00","-120.81","135.91"
"5452","58.42","54.59","0.00","-118.06","135.96"
"5500","58.47","56.06","0.00","-114.25","136.01"
"5416","58.48","58.30","0.00","-109.88","136.05"
"5468","58.52","61.62","0.00","-105.23","136.10"
"5563","58.80","65.23","0.00","-99.74","136.16"
"5481","59.03","67.78","0.00","-95.09","136.21"
"5507","59.38","70.51","0.00","-92.12","136.26"
"5599","59.78","74.22","0.00","-88.26","136.31"
"5755","60.28","77.25","0.00","-84.44","136.36"
"5765","60.70","79.30","0.00","-81.42","136.40"
"5804","61.38","83.30","0.00","-78.45","136.46"
"5876","61.98","85.35","0.00","-76.54","136.51"
"5997","62.67","85.45","0.00","-75.42","136.56"
"6010","63.61","87.01","0.00","-74.35","136.60"
"6145","64.88","89.75","0.00","-72.68","136.66"
"6175","65.80","90.92","0.00","-70.49","136.71"
"6237","66.55","91.90","0.00","-66.68","136.76"
"6307","67.41","92.97","0.00","-61.75","136.81"
"6452","68.11","94.72","0.00","-56.31","136.86"
"6544","69.02","98.34","0.00","-51.38","136.91"
"6596","69.94","100.00","0.00","-46.45","136.95"
"6769","70.96","100.00","0.00","-41.57","137.01"
"6902","72.13","100.00","0.00","-36.36","137.06"
"7049","73.42","100.00","0.00","-31.71","137.10"
"7197","74.84","100.00","0.00","-27.90","137.16"
"7287","76.20","100.00","0.00","-24.60","137.20"
"7378","77.68","100.00","0.00","-21.06","137.25"
"7449","79.19","100.00","0.00","-18.04","137.31"
"7550","80.58","100.00","0.00","-15.86","137.35"
"7761","81.90","100.00","0.00","-14.74","137.40"
"7915","83.20","100.00","0.00","-14.51","137.45"
"7940","84.79","100.00","0.00","-14.51","137.50"
"8070","86.53","100.00","0.00","-14.74","137.56"
"8220","87.56","100.00","0.00","-15.30","137.60"
"8394","89.17","100.00","0.00","-15.30","137.66"
"8487","90.48","100.00","0.00","-15.30","137.71"
"8549","91.91","100.00","0.00","-15.30","137.76"
"8652","93.18","100.00","0.00","-15.30","137.81"
"8779","94.47","100.00","0.00","-15.30","137.86"
"8877","95.78","100.00","0.00","-15.30","137.91"
"8977","96.98","100.00","0.00","-15.30","137.96"
"8540","96.99","100.00","0.00","-15.30","138.01"
"6788","97.84","100.00","0.00","-15.30","138.06"
"6634","99.05","100.00","0.00","-13.39","138.11"
"6670","100.20","100.00","0.00","-11.21","138.16"
"6777","101.21","100.00","0.00","-9.86","138.21"
"6878","102.27","100.00","0.00","-8.74","138.26"
"6913","103.41","100.00","0.00","-8.46","138.31"
"6952","104.49","100.00","0.00","-8.46","138.36"
"7043","105.58","100.00","0.00","-8.46","138.41"
"7132","106.58","100.00","0.00","-8.46","138.45"
"7208","107.66","100.00","0.00","-8.18","138.51"
"7252","108.77","100.00","0.00","-8.18","138.56"
"7300","109.82","100.00","0.00","-8.18","138.61"
"7417","110.84","100.00","0.00","-8.18","138.66"
"7460","111.88","100.00","0.00","-8.18","138.70"
"7537","112.94","100.00","0.00","-8.18","138.76"
"7597","114.02","100.00","0.00","-7.95","138.81"
"7658","115.10","100.00","0.00","-7.67","138.86"
"7757","116.07","100.00","0.00","-7.11","138.91"
"7866","117.08","100.00","0.00","-6.00","138.96"
"7893","118.18","100.00","0.00","-4.93","139.01"
"7913","119.32","100.00","0.00","-3.30","139.06"
"7993","120.31","100.00","0.00","-2.74","139.11"
"8109","121.31","100.00","0.00","-2.74","139.16"
"8171","122.36","100.00","0.00","-2.46","139.21"
"8204","123.26","100.00","0.00","-2.46","139.25"
"8262","124.32","100.00","0.00","-2.19","139.30"
"8353","125.39","100.00","0.00","-1.91","139.36"
"8398","126.42","100.00","0.00","-1.63","139.41"
"8457","127.37","100.00","0.00","-1.12","139.45"
"8522","128.35","100.00","0.00","0.00","139.51"
"8593","129.31","100.00","0.00","0.84","139.56"
"8627","130.25","100.00","0.00","0.84","139.61"
"8716","131.16","100.00","0.00","0.84","139.66"
"8766","132.12","100.00","0.00","0.84","139.71"
"8833","132.98","100.00","0.00","1.12","139.76"
"8579","133.38","100.00","0.00","2.19","139.81"
"7567","133.62","100.00","0.00","3.30","139.86"
"7217","134.88","100.00","0.00","3.30","139.91"
"7226","135.79","100.00","0.00","3.30","139.96"
"7266","136.49","100.00","0.00","3.30","140.00"
"7389","137.38","100.00","0.00","3.30","140.06"
"7367","138.28","100.00","0.00","3.30","140.11"
"7388","138.93","100.00","0.00","3.30","140.15"
"7448","139.75","100.00","0.00","3.30","140.20"
"7509","140.54","100.00","0.00","3.30","140.25"
"7546","141.37","100.00","0.00","3.30","140.31"
"7578","142.20","100.00","0.00","3.30","140.36"
"7622","143.02","100.00","0.00","3.30","140.41"
"7684","143.82","100.00","0.00","3.30","140.46"
"7720","144.63","100.00","0.00","2.74","140.51"
"7736","145.47","100.00","0.00","1.95","140.56"
"7805","146.26","100.00","0.00","1.67","140.61"
"7844","146.93","100.00","0.00","1.40","140.65"
"7895","147.72","100.00","0.00","1.12","140.70"
"7907","148.57","100.00","0.00","1.12","140.76"
"7963","149.41","100.00","0.00","1.12","140.81"
"7998","150.29","100.00","0.00","0.84","140.86"
"8043","150.94","100.00","0.00","0.84","140.91"
"8096","151.72","100.00","0.00","0.84","140.95"
"8128","152.53","100.00","0.00","0.84","141.01"
"8159","153.39","100.00","0.00","0.84","141.06"
"8218","154.16","100.00","0.00","0.84","141.11"
"8272","154.78","100.00","0.00","0.84","141.15"
"8285","155.58","100.00","0.00","0.56","141.20"
"8303","156.39","100.00","0.00","0.28","141.26"
"8352","157.16","100.00","0.00","-0.28","141.31"
"8428","157.91","100.00","0.00","-0.28","141.36"
"8462","158.52","100.00","0.00","0.00","141.40"
"8480","159.32","100.00","0.00","-0.28","141.45"
"8498","160.08","100.00","0.00","-0.28","141.51"
"8552","160.84","100.00","0.00","0.00","141.56"
"8589","161.56","100.00","0.00","0.00","141.61"
"8621","162.13","100.00","0.00","0.00","141.66"
"8653","162.85","100.00","0.00","0.28","141.70"
"8684","163.57","100.00","0.00","0.28","141.76"
"8752","164.26","100.00","0.00","0.28","141.81"
"8754","164.85","100.00","0.00","0.00","141.85"
