"Format","MoTeC CSV File",,,"Workbook","Samples"
"Venue","spa",,,"Worksheet","Graph"
"Vehicle","ks_porsche_911_gt3_r_2016",,,"Vehicle Desc",""
"Driver","xxzerpia23",,,"Engine ID",""
"Device","ADL"
"Comment","Tires: Slick Soft (S)",,,"Session","PRACTICE"
"Log Date","6/12/2026",,,"Origin Time","139.249","s"
"Log Time","1:02:00 AM",,,"Start Time","139.250","s"
"Sample Rate","20.000","Hz",,"End Time","281.100","s"
"Duration","141.850","s",,"Start Distance","6607","m"
"Range","Lap 1",,,"End Distance","13562","m"


"Engine RPM","Ground Speed","Throttle Pos","Brake Pos","Steering Angle","Lap Time"
"rpm","km/h","%","%","deg","s"


"7967","147.32","100.00","0.00","50.55","51.11"
"8001","147.91","100.00","0.00","48.36","51.16"
"8033","148.50","100.00","0.00","46.45","51.21"
"8071","149.09","100.00","0.00","44.55","51.26"
"8091","149.75","100.00","0.00","42.08","51.31"
"8121","150.21","100.00","0.00","39.90","51.35"
"8155","150.84","100.00","0.00","35.53","51.40"
"8199","151.41","100.00","0.00","31.16","51.45"
"8142","152.15","100.00","0.00","25.71","51.51"
"8181","152.85","100.00","0.00","21.34","51.56"
"8320","153.46","100.00","0.00","17.76","51.61"
"8381","153.97","100.00","0.00","15.07","51.65"
"8315","154.79","100.00","0.00","12.88","51.70"
"8363","155.58","100.00","0.00","10.70","51.75"
"8468","156.22","100.00","0.00","9.58","51.81"
"8454","157.02","100.00","0.00","9.30","51.86"
"8429","157.69","100.00","0.00","9.30","51.90"
"8455","158.46","100.00","0.00","8.51","51.95"
"8509","159.25","100.00","0.00","7.11","52.01"
"8551","160.01","100.00","0.00","5.77","52.06"
"8569","160.66","100.00","0.00","4.65","52.10"
"8601","161.49","100.00","0.00","3.86","52.16"
"8671","162.29","100.00","0.00","3.86","52.21"
"8708","162.91","100.00","0.00","3.86","52.25"
"8707","163.76","100.00","0.00","3.58","52.31"
"8738","164.57","100.00","0.00","3.30","52.36"
"8798","165.35","100.00","0.00","2.74","52.41"
"8807","165.99","100.00","0.00","1.95","52.45"
"8858","166.79","100.00","0.00","0.28","52.50"
"8904","167.52","100.00","0.00","-0.56","52.56"
"8946","168.16","100.00","0.00","-0.56","52.60"
"8617","168.35","100.00","0.00","-1.39","52.65"
"7523","168.88","100.00","0.00","-1.39","52.71"
"7441","169.74","100.00","0.00","-1.63","52.76"
"7443","170.34","100.00","0.00","-1.39","52.80"
"7482","171.07","100.00","0.00","-1.39","52.86"
"7518","171.75","100.00","0.00","-1.39","52.91"
"7553","172.47","100.00","0.00","-2.74","52.96"
"7568","173.04","100.00","0.00","-3.81","53.00"
"7605","173.72","100.00","0.00","-4.37","53.06"
"7653","174.38","100.00","0.00","-4.09","53.11"
"7658","175.08","100.00","0.00","-3.30","53.16"
"7690","175.80","100.00","0.00","-3.02","53.21"
"7706","176.36","100.00","0.00","-3.02","53.25"
"7732","177.05","100.00","0.00","-3.02","53.31"
"7834","177.69","100.00","0.00","-3.30","53.36"
"7808","178.40","100.00","0.00","-3.02","53.41"
"7808","178.98","100.00","0.00","-2.46","53.45"
"7855","179.69","100.00","0.00","-1.91","53.50"
"7927","180.32","100.00","0.00","-1.63","53.56"
"7934","181.04","100.00","0.00","-1.63","53.61"
"7929","181.63","100.00","0.00","-1.63","53.65"
"7966","182.30","100.00","0.00","-1.39","53.70"
"8011","182.95","100.00","0.00","-0.84","53.75"
"8048","183.66","100.00","0.00","-0.84","53.81"
"8068","184.37","100.00","0.00","-0.84","53.86"
"8083","184.97","100.00","0.00","-0.56","53.91"
"8112","185.64","100.00","0.00","-0.56","53.96"
"8145","186.34","100.00","0.00","-0.56","54.01"
"8183","186.87","100.00","0.00","-0.56","54.06"
"8198","187.57","100.00","0.00","-0.28","54.11"
"8224","188.28","100.00","0.00","-0.28","54.16"
"8248","188.81","100.00","0.00","-0.28","54.20"
"8295","189.48","100.00","0.00","0.00","54.26"
"8312","190.16","100.00","0.00","0.28","54.31"
"8324","190.70","100.00","0.00","0.28","54.36"
"8368","191.37","100.00","0.00","0.84","54.41"
"8395","191.91","100.00","0.00","0.56","54.45"
"8416","192.57","100.00","0.00","0.28","54.51"
"8438","193.24","100.00","0.00","0.56","54.56"
"8460","193.75","100.00","0.00","0.84","54.60"
"8502","194.38","100.00","0.00","1.40","54.66"
"8512","195.03","100.00","0.00","1.40","54.71"
"8524","195.54","100.00","0.00","1.12","54.75"
"8570","196.17","100.00","0.00","0.56","54.81"
"8602","196.67","100.00","0.00","0.56","54.85"
"8604","197.28","100.00","0.00","0.00","54.90"
"8632","197.92","100.00","0.00","-0.28","54.96"
"8687","198.51","100.00","0.00","-0.28","55.01"
"8699","198.99","100.00","0.00","-0.28","55.05"
"8699","199.63","100.00","0.00","-0.28","55.11"
"8722","200.25","100.00","0.00","-0.28","55.16"
"8771","200.70","100.00","0.00","-0.28","55.20"
"8799","201.29","100.00","0.00","0.00","55.26"
"8808","201.91","100.00","0.00","-0.28","55.31"
"8823","202.38","100.00","0.00","-0.28","55.35"
"8843","202.99","100.00","0.00","-0.28","55.41"
"8878","203.57","100.00","0.00","-0.28","55.46"
"8902","204.02","96.00","0.00","-0.28","55.50"
"8805","204.36","48.23","12.30","-0.56","55.56"
"8579","203.11","0.00","85.87","-0.56","55.61"
"8294","199.87","0.00","100.00","-0.56","55.66"
"8085","197.19","0.00","100.00","-0.28","55.70"
"7971","193.74","0.00","100.00","0.00","55.76"
"7914","190.19","0.00","100.00","-0.28","55.81"
"7824","187.37","0.00","100.00","-0.56","55.86"
"8736","184.11","80.00","100.00","-0.84","55.91"
"8641","180.76","0.00","100.00","-0.28","55.96"
"8294","178.21","0.00","100.00","0.28","56.00"
"8628","174.70","0.00","97.68","0.56","56.06"
"8579","171.22","0.00","89.34","1.40","56.11"
"8566","168.13","0.00","85.00","0.56","56.16"
"8445","165.64","0.00","84.37","-0.28","56.20"
"8229","162.99","0.00","84.37","-0.28","56.25"
"7944","160.18","0.00","84.37","0.28","56.31"
"7895","157.16","0.00","84.37","1.67","56.36"
"7873","154.18","0.00","84.37","1.67","56.41"
"7741","151.86","0.00","84.37","0.84","56.45"
"7562","148.95","0.00","84.37","0.56","56.50"
"7782","146.34","80.00","84.37","0.84","56.56"
"8785","143.65","29.33","82.26","1.95","56.61"
"8381","141.05","0.00","78.96","3.58","56.66"
"8499","138.24","0.00","76.13","5.77","56.71"
"8512","135.91","0.00","75.53","7.39","56.75"
"8354","133.35","0.00","74.54","9.02","56.81"
"8287","130.81","0.00","73.17","10.70","56.86"
"8128","128.38","0.00","71.04","12.88","56.91"
"7910","125.88","0.00","69.70","15.58","56.96"
"7799","123.97","0.00","68.94","17.76","57.00"
"7669","121.71","0.00","65.41","21.06","57.06"
"7559","119.53","0.00","61.46","24.32","57.11"
"7461","117.50","0.00","56.63","26.50","57.16"
"7305","115.66","0.00","50.30","29.25","57.21"
"7224","113.94","0.00","46.16","30.88","57.26"
"7128","112.19","0.00","40.27","32.55","57.31"
"7069","110.99","0.00","35.62","33.06","57.35"
"6998","109.56","0.00","29.76","34.18","57.41"
"6915","108.36","0.00","25.24","35.25","57.45"
"6842","107.29","0.00","21.43","36.36","57.51"
"6784","106.33","0.00","18.32","36.36","57.56"
"6731","105.44","0.00","15.25","36.92","57.61"
"6686","104.59","0.00","12.51","37.43","57.66"
"6654","103.97","4.31","10.13","37.43","57.70"
"6625","103.24","9.90","7.21","38.55","57.76"
"6605","102.80","12.64","5.30","39.11","57.80"
"6587","102.31","15.98","3.94","40.18","57.85"
"6573","101.88","19.22","2.83","41.80","57.90"
"6547","101.54","21.66","2.08","42.92","57.95"
"6528","101.20","23.23","1.45","43.99","58.00"
"6523","100.91","24.11","0.94","45.62","58.06"
"6505","100.66","25.20","0.56","46.73","58.11"
"6494","100.40","27.06","0.20","47.29","58.16"
"6488","100.17","30.00","0.00","47.29","58.21"
"6481","100.03","32.35","0.00","47.80","58.25"
"6474","99.87","35.09","0.00","48.36","58.30"
"6471","99.73","35.78","0.00","49.48","58.35"
"6459","99.60","36.08","0.00","49.99","58.41"
"6454","99.50","36.17","0.00","51.10","58.45"
"6452","99.35","36.17","0.00","51.66","58.50"
"6445","99.23","36.47","0.00","52.73","58.56"
"6432","99.12","36.95","0.00","52.73","58.61"
"6423","99.01","37.06","0.00","52.73","58.66"
"6423","98.92","37.06","0.00","52.73","58.70"
"6416","98.81","37.06","0.00","52.73","58.75"
"6408","98.69","37.06","0.00","52.73","58.81"
"6402","98.56","37.06","0.00","52.73","58.86"
"6388","98.44","37.06","0.00","52.73","58.91"
"6383","98.35","37.06","0.00","52.73","58.95"
"6384","98.22","37.84","0.00","52.73","59.00"
"6370","98.12","39.41","0.00","52.73","59.06"
"6380","98.03","42.06","0.00","52.73","59.11"
"6409","98.00","45.48","0.00","52.73","59.15"
"6455","98.06","48.23","0.00","52.73","59.20"
"6451","98.25","50.10","0.00","52.73","59.25"
"6474","98.50","51.27","0.00","52.73","59.31"
"6488","98.76","51.27","0.00","52.73","59.36"
"6524","99.03","51.37","0.00","52.73","59.41"
"6535","99.30","51.37","0.00","52.73","59.46"
"6533","99.63","51.37","0.00","52.73","59.51"
"6545","99.94","51.37","0.00","52.73","59.56"
"6579","100.15","51.37","0.00","52.73","59.60"
"6596","100.44","50.20","0.00","52.73","59.65"
"6598","100.69","48.33","0.00","52.73","59.70"
"6597","100.88","46.95","0.00","52.73","59.75"
"6588","101.06","45.48","0.00","52.73","59.81"
"6599","101.15","44.31","0.00","52.73","59.86"
"6617","101.19","43.82","0.00","52.73","59.91"
"6595","101.30","43.82","0.00","52.73","59.96"
"6603","101.31","43.82","0.00","52.73","60.00"
"6626","101.31","43.82","0.00","52.73","60.06"
"6609","101.38","43.82","0.00","52.73","60.11"
"6613","101.41","43.82","0.00","52.73","60.16"
"6615","101.44","43.82","0.00","52.73","60.21"
"6628","101.44","43.72","0.00","52.73","60.26"
"6614","101.47","43.23","0.00","52.73","60.31"
"6613","101.47","43.03","0.00","52.73","60.35"
"6616","101.46","42.94","0.00","52.73","60.40"
"6604","101.46","42.35","0.00","52.73","60.46"
"6605","101.44","42.16","0.00","52.73","60.50"
"6602","101.44","41.86","0.00","52.73","60.55"
"6597","101.41","41.66","0.00","52.73","60.60"
"6606","101.35","41.56","0.00","52.73","60.66"
"6593","101.30","41.17","0.00","52.73","60.70"
"6578","101.26","40.98","0.00","52.73","60.75"
"6576","101.19","40.98","0.00","52.73","60.81"
"6582","101.10","40.98","0.00","52.73","60.86"
"6575","101.02","40.98","0.00","52.73","60.91"
"6569","100.93","40.98","0.00","52.73","60.96"
"6552","100.86","40.98","0.00","52.73","61.00"
"6554","100.80","40.98","0.00","52.73","61.06"
"6562","100.69","41.17","0.00","52.73","61.11"
"6557","100.66","42.45","0.00","52.73","61.16"
"6552","100.66","44.12","0.00","52.73","61.20"
"6611","100.70","48.63","0.00","52.73","61.26"
"6677","100.85","53.02","0.00","52.73","61.31"
"6703","101.16","55.08","0.00","52.73","61.36"
"6712","101.61","58.98","0.00","52.73","61.41"
"6793","102.08","64.84","0.00","52.73","61.46"
"6873","102.61","69.44","0.00","52.73","61.50"
"6877","103.41","74.61","0.00","52.73","61.56"
"6946","104.16","79.98","0.00","52.73","61.61"
"7089","104.92","87.01","0.00","52.73","61.66"
"7117","105.88","93.85","0.00","52.73","61.71"
"7204","106.94","100.00","0.00","52.73","61.76"
"7330","107.95","100.00","0.00","52.73","61.81"
"7386","109.02","100.00","0.00","52.73","61.86"
"7425","110.12","100.00","0.00","52.73","61.91"
"7496","111.15","100.00","0.00","52.73","61.96"
"7561","111.95","100.00","0.00","52.73","62.00"
"7627","113.01","100.00","0.00","52.73","62.05"
"7779","113.98","100.00","0.00","52.73","62.11"
"7796","114.97","100.00","0.00","52.73","62.16"
"7809","116.05","100.00","0.00","52.73","62.20"
"7881","117.04","100.00","0.00","52.73","62.25"
"8019","117.94","100.00","0.00","52.73","62.31"
"8068","118.97","100.00","0.00","52.73","62.36"
"8141","119.94","100.00","0.00","52.73","62.41"
"8182","120.87","100.00","0.00","52.73","62.46"
"8250","121.82","100.00","0.00","52.73","62.51"
"8318","122.76","100.00","0.00","52.73","62.56"
"8362","123.66","100.00","0.00","52.73","62.61"
"8443","124.55","100.00","0.00","52.73","62.66"
"8490","125.46","100.00","0.00","52.45","62.71"
"8526","126.22","100.00","0.00","48.92","62.75"
"8597","127.13","100.00","0.00","36.60","62.80"
"8703","127.99","100.00","0.00","19.16","62.85"
"8759","128.91","100.00","0.00","7.11","62.91"
"8782","129.90","100.00","0.00","4.93","62.95"
"8838","130.86","100.00","0.00","7.39","63.01"
"8933","131.75","100.00","0.00","9.02","63.06"
"8958","132.66","100.00","0.00","8.74","63.11"
"8751","133.50","100.00","0.00","7.39","63.16"
"7738","133.33","100.00","0.00","6.32","63.21"
"7371","134.06","100.00","0.00","6.56","63.25"
"7219","135.17","100.00","0.00","7.39","63.30"
"7300","136.09","100.00","0.00","9.02","63.35"
"7329","137.00","100.00","0.00","10.93","63.41"
"7438","137.93","100.00","0.00","12.60","63.46"
"7438","138.87","100.00","0.00","12.60","63.51"
"7459","139.66","100.00","0.00","12.60","63.55"
"7533","140.56","100.00","0.00","13.39","63.60"
"7568","141.47","100.00","0.00","13.67","63.66"
"7611","142.47","100.00","0.00","13.11","63.71"
"7674","143.34","100.00","0.00","12.32","63.76"
"7666","144.16","100.00","0.00","11.49","63.80"
"7756","145.13","100.00","0.00","11.21","63.85"
"7843","146.08","100.00","0.00","10.70","63.91"
"7857","146.88","100.00","0.00","10.42","63.95"
"7883","147.92","100.00","0.00","9.30","64.00"
"7944","148.91","100.00","0.00","7.95","64.06"
"7999","149.66","100.00","0.00","6.84","64.10"
"8032","150.66","100.00","0.00","4.93","64.16"
"8075","151.61","100.00","0.00","3.86","64.20"
"8150","152.57","100.00","0.00","1.95","64.26"
"8172","153.35","100.00","0.00","0.56","64.30"
"8213","154.35","100.00","0.00","-0.28","64.36"
"8282","155.32","100.00","0.00","-0.56","64.41"
"8311","156.07","98.73","0.89","-1.12","64.45"
"8212","156.72","53.52","19.04","-1.12","64.50"
"8040","155.97","12.45","56.30","-2.19","64.55"
"7780","153.56","0.00","100.00","-2.74","64.60"
"7521","150.19","0.00","100.00","-2.74","64.66"
"7385","147.41","0.00","100.00","-3.30","64.70"
"7765","144.03","80.00","100.00","-5.77","64.75"
"8598","140.94","13.33","100.00","-8.46","64.81"
"8232","138.36","0.00","100.00","-12.32","64.85"
"8290","135.15","0.00","74.14","-16.69","64.91"
"8345","132.37","0.00","63.42","-19.95","64.96"
"8292","130.56","0.00","54.31","-21.58","65.00"
"8183","128.54","0.00","44.68","-23.76","65.06"
"8052","126.91","0.00","36.39","-25.95","65.11"
"7949","125.74","0.00","30.46","-27.62","65.16"
"7964","124.36","0.00","24.20","-29.81","65.21"
"7906","123.52","0.00","19.66","-30.88","65.25"
"7820","122.46","0.00","14.79","-31.99","65.31"
"7777","121.76","0.00","11.35","-33.06","65.36"
"7746","121.01","0.00","7.36","-34.18","65.41"
"7708","120.45","0.00","4.65","-35.25","65.45"
"7682","119.85","0.00","2.23","-36.36","65.50"
"7658","119.24","0.00","0.49","-37.43","65.56"
"7622","118.83","0.00","0.00","-38.55","65.61"
"7585","118.33","3.04","0.00","-39.62","65.66"
"7564","117.90","8.73","0.00","-40.73","65.71"
"7555","117.60","15.30","0.00","-41.25","65.75"
"7559","117.24","25.59","0.00","-42.36","65.81"
"7562","116.94","32.16","0.00","-42.92","65.86"
"7552","116.76","34.61","0.00","-42.92","65.90"
"7544","116.54","38.72","0.00","-43.99","65.95"
"7549","116.36","41.27","0.00","-44.55","66.01"
"7553","116.26","41.95","0.00","-45.10","66.05"
"7552","116.16","42.55","0.00","-45.66","66.10"
"7561","116.06","43.63","0.00","-45.66","66.16"
"7568","116.03","46.37","0.00","-46.17","66.21"
"7603","116.08","50.00","0.00","-46.17","66.25"
"7645","116.25","52.24","0.00","-46.17","66.30"
"7690","116.51","56.25","0.00","-46.17","66.36"
"7732","116.93","60.55","0.00","-46.17","66.41"
"7743","117.36","61.72","0.00","-46.17","66.45"
"7782","117.86","62.70","0.00","-46.73","66.50"
"7828","118.43","63.77","0.00","-46.73","66.56"
"7872","118.99","64.06","0.00","-47.29","66.61"
"7918","119.41","64.06","0.00","-47.85","66.65"
"7920","120.00","64.06","0.00","-47.85","66.70"
"7958","120.60","64.06","0.00","-48.36","66.75"
"8038","121.09","64.26","0.00","-48.36","66.81"
"8075","121.62","64.84","0.00","-48.36","66.86"
"8102","122.08","66.50","0.00","-48.36","66.90"
"8133","122.65","71.68","0.00","-48.36","66.95"
"8204","123.28","81.15","0.00","-48.36","67.00"
"8323","124.01","92.19","0.00","-48.36","67.06"
"8406","124.99","100.00","0.00","-47.57","67.11"
"8462","125.99","100.00","0.00","-45.10","67.16"
"8527","126.76","100.00","0.00","-42.64","67.20"
"8586","127.65","100.00","0.00","-39.06","67.25"
"8612","128.65","100.00","0.00","-35.25","67.31"
"8643","129.63","100.00","0.00","-32.27","67.36"
"8716","130.37","100.00","0.00","-30.32","67.40"
"8800","131.34","100.00","0.00","-29.25","67.45"
"8849","132.29","100.00","0.00","-28.97","67.50"
"8879","133.28","100.00","0.00","-28.97","67.56"
"8546","133.52","100.00","0.00","-28.97","67.61"
"7211","133.87","100.00","0.00","-28.69","67.66"
"7180","134.63","100.00","0.00","-28.41","67.70"
"7222","135.51","100.00","0.00","-27.62","67.75"
"7375","136.26","100.00","0.00","-26.78","67.80"
"7454","137.07","100.00","0.00","-25.71","67.86"
"7413","138.06","100.00","0.00","-24.60","67.91"
"7434","138.93","100.00","0.00","-23.76","67.96"
"7495","139.75","100.00","0.00","-23.53","68.01"
"7563","140.60","100.00","0.00","-23.25","68.06"
"7634","141.26","100.00","0.00","-22.69","68.10"
"7641","142.16","100.00","0.00","-22.13","68.16"
"7655","143.06","100.00","0.00","-21.58","68.20"
"7733","143.89","100.00","0.00","-21.06","68.25"
"7807","144.72","100.00","0.00","-20.23","68.31"
"7827","145.62","100.00","0.00","-19.39","68.36"
"7872","146.47","100.00","0.00","-18.04","68.41"
"7891","147.35","100.00","0.00","-16.93","68.46"
"7947","148.05","100.00","0.00","-15.58","68.50"
"7989","149.09","100.00","0.00","-13.67","68.56"
"8033","149.82","100.00","0.00","-12.83","68.61"
"8090","150.63","100.00","0.00","-11.49","68.65"
"8111","151.60","100.00","0.00","-10.37","68.70"
"8149","152.51","100.00","0.00","-9.02","68.76"
"8212","153.40","100.00","0.00","-7.39","68.81"
"8240","154.32","100.00","0.00","-5.77","68.86"
"8271","155.26","100.00","0.00","-4.09","68.91"
"8327","155.99","100.00","0.00","-2.74","68.95"
"8367","157.07","100.00","0.00","-0.56","69.01"
"8401","157.76","100.00","0.00","0.28","69.05"
"8444","158.66","100.00","0.00","2.46","69.10"
"8476","159.63","100.00","0.00","3.58","69.16"
"8530","160.51","100.00","0.00","4.65","69.21"
"8586","161.37","100.00","0.00","4.65","69.26"
"8631","162.24","100.00","0.00","5.21","69.31"
"8668","163.10","100.00","0.00","5.21","69.36"
"8700","163.80","100.00","0.00","4.93","69.40"
"8744","164.63","100.00","0.00","4.93","69.45"
"8779","165.49","100.00","0.00","4.65","69.50"
"8756","166.27","100.00","0.00","3.86","69.56"
"8307","166.16","100.00","0.00","3.30","69.61"
"7312","167.29","100.00","0.00","2.74","69.66"
"7340","167.91","100.00","0.00","2.74","69.70"
"7373","168.69","100.00","0.00","2.74","69.75"
"7438","169.41","100.00","0.00","2.74","69.81"
"7460","170.22","100.00","0.00","3.02","69.86"
"7475","170.99","100.00","0.00","3.02","69.91"
"7507","171.61","100.00","0.00","3.58","69.95"
"7541","172.40","100.00","0.00","3.58","70.00"
"7581","173.13","100.00","0.00","3.58","70.06"
"7600","173.90","100.00","0.00","4.14","70.11"
"7631","174.56","100.00","0.00","4.14","70.15"
"7682","175.28","100.00","0.00","4.14","70.20"
"7708","176.07","100.00","0.00","4.14","70.26"
"7727","176.86","100.00","0.00","4.14","70.31"
"7760","177.47","100.00","0.00","4.14","70.35"
"7801","178.23","100.00","0.00","4.14","70.41"
"7840","178.95","100.00","0.00","3.86","70.46"
"7852","179.61","100.00","0.00","3.58","70.50"
"7882","180.39","100.00","0.00","3.30","70.56"
"7925","181.10","100.00","0.00","2.74","70.61"
"7954","181.88","100.00","0.00","2.74","70.66"
"7987","182.47","100.00","0.00","2.74","70.70"
"8020","183.28","100.00","0.00","2.74","70.76"
"8038","183.88","100.00","0.00","2.74","70.80"
"8069","184.64","100.00","0.00","2.74","70.86"
"8110","185.39","100.00","0.00","2.74","70.91"
"8129","185.98","100.00","0.00","2.74","70.95"
"8163","186.78","100.00","0.00","2.74","71.01"
"8190","187.35","100.00","0.00","2.74","71.05"
"8218","188.10","100.00","0.00","2.74","71.11"
"8250","188.72","100.00","0.00","2.46","71.15"
"8297","189.44","100.00","0.00","2.19","71.20"
"8310","190.19","100.00","0.00","1.67","71.26"
"8333","190.76","100.00","0.00","0.84","71.30"
"8385","191.50","100.00","0.00","0.56","71.36"
"8386","192.11","100.00","0.00","0.56","71.40"
"8406","192.84","100.00","0.00","0.84","71.46"
"8452","193.53","100.00","0.00","1.12","71.51"
"8479","194.10","100.00","0.00","1.12","71.56"
"8495","194.81","100.00","0.00","1.40","71.61"
"8525","195.38","100.00","0.00","1.95","71.66"
"8568","196.03","100.00","0.00","2.46","71.71"
"8577","196.61","100.00","0.00","3.58","71.75"
"8605","197.28","100.00","0.00","3.58","71.81"
"8629","197.82","100.00","0.00","4.14","71.85"
"8662","198.51","100.00","0.00","4.14","71.91"
"8693","199.01","100.00","0.00","3.86","71.95"
"8715","199.69","100.00","0.00","2.74","72.01"
"8738","200.20","100.00","0.00","1.95","72.05"
"8771","200.87","100.00","0.00","1.40","72.11"
"8393","200.84","100.00","0.00","1.40","72.15"
"7442","201.38","100.00","0.00","1.40","72.21"
"7446","201.90","100.00","0.00","1.40","72.25"
"7467","202.53","100.00","0.00","1.40","72.31"
"7495","203.01","100.00","0.00","1.40","72.36"
"7508","203.61","100.00","0.00","1.12","72.41"
"7531","204.13","100.00","0.00","1.12","72.45"
"7555","204.61","100.00","0.00","1.12","72.50"
"7571","205.19","100.00","0.00","1.12","72.56"
"7592","205.81","100.00","0.00","1.12","72.61"
"7611","206.29","100.00","0.00","1.12","72.66"
"7634","206.76","100.00","0.00","1.12","72.70"
"7651","207.34","100.00","0.00","1.12","72.75"
"7660","207.82","100.00","0.00","1.12","72.80"
"7683","208.40","100.00","0.00","1.40","72.86"
"7723","208.98","100.00","0.00","1.40","72.91"
"7731","209.45","100.00","0.00","1.12","72.96"
"7741","210.05","100.00","0.00","0.56","73.01"
"7774","210.50","100.00","0.00","0.56","73.06"
"7785","211.07","100.00","0.00","0.28","73.11"
"7808","211.54","100.00","0.00","0.28","73.16"
"7822","212.10","100.00","0.00","0.28","73.21"
"7836","212.54","100.00","0.00","0.28","73.25"
"7865","213.13","100.00","0.00","0.28","73.31"
"7883","213.58","100.00","0.00","0.28","73.35"
"7897","214.15","100.00","0.00","0.28","73.41"
"7919","214.61","100.00","0.00","0.28","73.45"
"7929","215.17","100.00","0.00","0.28","73.50"
"7971","215.62","100.00","0.00","0.28","73.55"
"7996","216.14","100.00","0.00","-0.28","73.61"
"7985","216.76","100.00","0.00","0.28","73.66"
"7998","217.20","100.00","0.00","0.56","73.70"
"8042","217.77","100.00","0.00","0.84","73.76"
"8073","218.20","100.00","0.00","0.00","73.81"
"8066","218.68","100.00","0.00","-0.28","73.85"
"8077","219.24","100.00","0.00","-0.28","73.91"
"8096","219.78","100.00","0.00","-0.28","73.96"
"8120","220.23","100.00","0.00","0.00","74.00"
"8152","220.74","100.00","0.00","0.28","74.06"
"8154","221.20","100.00","0.00","0.28","74.10"
"8173","221.74","100.00","0.00","0.00","74.16"
"8196","222.18","100.00","0.00","-0.28","74.20"
"8215","222.70","100.00","0.00","-0.28","74.25"
"8219","223.14","100.00","0.00","-0.28","74.30"
"8234","223.68","100.00","0.00","0.28","74.36"
"8256","224.19","100.00","0.00","0.56","74.41"
"8284","224.61","100.00","0.00","0.00","74.45"
"8314","225.11","100.00","0.00","-0.56","74.51"
"8319","225.54","100.00","0.00","-1.39","74.55"
"8329","226.06","100.00","0.00","-1.39","74.61"
"8354","226.56","100.00","0.00","-0.56","74.66"
"8366","226.94","100.00","0.00","-0.56","74.70"
"8306","227.32","54.20","9.35","-0.56","74.76"
"8175","226.67","10.09","57.48","-0.56","74.80"
"7930","223.41","0.00","100.00","-0.56","74.86"
"7801","220.56","0.00","100.00","-0.56","74.90"
"7681","216.74","0.00","100.00","-0.56","74.96"
"7597","213.18","0.00","100.00","-0.28","75.01"
"7472","210.45","0.00","100.00","0.28","75.06"
"7900","207.13","80.00","100.00","0.28","75.11"
"8676","204.37","29.33","100.00","0.28","75.15"
"8230","200.75","0.00","100.00","0.28","75.21"
"8244","197.96","0.00","100.00","0.28","75.25"
"8104","194.32","0.00","96.75","-0.56","75.31"
"8023","191.48","0.00","86.73","-2.19","75.35"
"7950","188.32","0.00","74.54","-3.30","75.41"
"7817","185.62","0.00","69.89","-3.81","75.46"
"7774","183.51","0.00","65.41","-4.37","75.50"
"7681","181.32","0.00","58.16","-6.00","75.56"
"7596","179.10","0.00","54.47","-7.67","75.61"
"7532","177.52","0.00","51.56","-8.18","75.66"
"7472","175.66","0.00","44.53","-9.30","75.71"
"7404","174.01","0.00","37.97","-10.93","75.76"
"7378","172.77","0.00","34.09","-12.04","75.81"
"7316","171.51","0.00","29.76","-13.67","75.86"
"7267","170.50","0.00","25.45","-14.74","75.90"
"7225","169.43","0.00","20.77","-15.86","75.96"
"7201","168.52","0.00","16.54","-16.41","76.01"
"7173","167.68","0.00","12.44","-17.48","76.06"
"7148","167.11","0.00","9.53","-18.60","76.11"
"7127","166.47","4.70","5.69","-19.67","76.16"
"7117","165.97","9.12","2.49","-21.34","76.21"
"7109","165.63","13.43","1.09","-22.41","76.25"
"7096","165.26","17.45","0.16","-23.53","76.31"
"7085","164.93","21.47","0.00","-24.60","76.36"
"7079","164.68","24.90","0.00","-25.16","76.41"
"7070","164.38","30.78","0.00","-25.16","76.46"
"7063","164.12","37.45","0.00","-25.71","76.51"
"7069","163.93","42.64","0.00","-25.71","76.55"
"7100","163.78","50.20","0.00","-26.23","76.61"
"7117","163.77","54.01","0.00","-26.78","76.66"
"7125","163.82","55.95","0.00","-27.34","76.70"
"7138","163.93","57.62","0.00","-27.34","76.75"
"7146","164.08","58.59","0.00","-27.34","76.81"
"7152","164.22","58.98","0.00","-27.34","76.85"
"7161","164.43","59.18","0.00","-27.34","76.91"
"7174","164.61","59.18","0.00","-27.34","76.95"
"7173","164.80","59.18","0.00","-27.34","77.00"
"7188","165.00","59.57","0.00","-27.34","77.05"
"7200","165.25","60.26","0.00","-27.90","77.11"
"7212","165.45","60.55","0.00","-29.53","77.15"
"7224","165.66","60.55","0.00","-31.16","77.20"
"7222","165.89","60.55","0.00","-32.78","77.25"
"7239","166.10","60.16","0.00","-33.34","77.31"
"7247","166.24","58.88","0.00","-33.34","77.35"
"7248","166.40","58.01","0.00","-33.34","77.41"
"7246","166.56","57.62","0.00","-33.34","77.46"
"7256","166.66","57.33","0.00","-33.34","77.50"
"7271","166.76","56.74","0.00","-33.90","77.56"
"7265","166.84","56.35","0.00","-35.01","77.61"
"7252","166.90","55.95","0.00","-36.08","77.65"
"7260","166.94","55.66","0.00","-38.27","77.70"
"7272","166.99","55.56","0.00","-39.39","77.76"
"7269","167.04","55.17","0.00","-40.45","77.80"
"7264","167.07","54.88","0.00","-41.01","77.85"
"7265","167.08","54.88","0.00","-41.57","77.91"
